Id,Count,pump_net,pump_euc,dist_broad_net,dist_broad_euc,x,y
0,2,8,8,191.60496713216193,132.19572415484743,529522.2830310158,181039.62241613452
0,2,8,8,207.75905903622487,139.65449027199938,529530.598532046,181025.4681971459
0,2,8,8,164.5147130048327,114.86004781353908,529501.1725445306,181056.86902581505
0,2,8,8,125.18671508122333,94.13223035648936,529483.0644059639,181043.94257133565
0,2,8,8,134.28853587286576,100.48562462525992,529489.6181312583,181043.58059840626
0,3,8,8,185.41061345574192,121.549316421413,529511.6219108365,181039.1240843683
0,4,8,8,57.84953446878598,46.290257438946135,529424.4223386896,181056.54292502603
0,3,8,8,57.78818432580314,46.996844929193976,529435.3790904671,181039.88423628174
0,2,8,8,51.218805450570116,40.21854022726841,529429.3540311782,181036.5054979481
0,2,8,8,44.77899222792573,33.77683725465393,529423.5348193462,181033.45408012648
0,2,8,8,32.573116952960454,21.538700773186157,529412.330910679,181027.1482524923
0,2,8,8,30.20378772383862,18.107594548522943,529408.5919608381,181020.50466425053
0,4,8,8,20.94635819235297,15.143469728471846,529392.7425783882,181039.60793808033
0,3,8,8,18.717441278065355,13.92816943614427,529379.7275987593,181032.82483253645
0,2,8,8,25.766216459697958,18.25925161432413,529373.3780583219,181029.5447664507
0,2,8,8,83.53384374292754,59.11698759182373,529340.7632005141,181055.8189037009
0,4,8,8,131.16366798845115,89.21983797502541,529303.1893831738,181040.6583788274
0,3,8,8,121.68665565670639,83.3516890344582,529307.9258067721,181031.98740521434
0,2,8,8,115.11199528691691,80.30707091390735,529310.6555591091,181026.1596116362
0,2,5,5,154.86278029122641,111.42766876181766,529279.5600241609,181027.58533967054
0,2,8,8,122.41478044396142,92.07100935610478,529298.9092909853,181022.09233984083
0,2,8,8,144.1388687370651,101.2213004877705,529289.7256297326,181024.5300559954
0,3,5,8,151.01382927841428,106.98717039538226,529284.0449562458,181020.3023033766
0,2,5,5,199.5646042758985,140.733746351878,529250.4186941449,181032.17423937534
0,2,5,5,231.00735685804065,158.3333370703956,529232.6353327611,181027.19550131593
0,2,5,5,290.9615744367401,199.97513780600028,529192.1032762938,181045.81419639924
0,2,5,5,297.88842554938105,205.22621046520774,529186.4237243973,181041.54361264466
0,2,5,5,237.7638064321118,183.65514453097546,529216.1833814955,180968.1185200212
0,2,5,5,213.66059537866605,162.12937030976198,529234.3354323008,180982.63356598828
0,8,5,5,226.65527262448555,173.7228043765354,529224.5019073924,180974.81520188734
0,3,5,5,169.67057859546614,118.3447435194772,529273.7607864738,181008.0519842856
0,4,5,8,181.71543096563408,113.67345112410538,529280.4702254254,180997.80279791768
0,2,5,8,192.7916711109117,110.18000142512366,529286.9018518368,180988.31863575755
0,4,8,8,94.59840662471716,82.92516490055311,529311.9712524056,180999.28442015214
0,2,8,8,87.16174120947969,81.46985367133334,529315.5986791247,180993.5877723546
0,4,8,8,88.99279082128089,69.72596960036019,529330.8411543573,180989.23000539915
0,2,8,8,102.15453046357145,74.74377277523165,529336.8075594351,180973.0391706804
0,4,8,8,96.41255439195291,73.19952630718569,529319.3655660852,181009.26509314904
0,2,8,8,67.8689095746788,58.461772972269266,529334.8440785544,181008.13202789426
0,3,8,8,67.67220137839114,58.45161731276528,529340.7386102107,180994.64277463662
0,2,8,8,63.162916093457994,53.75692476081263,529345.064642757,180996.5601759464
0,3,8,8,56.36790253831906,47.15103102909825,529350.9036168902,180999.67645836284
0,4,8,8,31.20928200611181,22.94263309487211,529372.2216979753,181011.31497183855
0,18,8,8,21.786472451879117,13.905639266280065,529380.2811474757,181015.64897141967
0,3,8,8,15.882953874872893,8.220254091453956,529385.7049795428,181018.23927522555
0,4,8,8,10.171214596138004,3.727514662189365,529390.613087493,181020.85877083114
0,5,8,8,41.85241334482136,23.859372272216937,529405.689421053,181005.81155261194
0,2,8,8,65.33986716359776,46.593314144554384,529416.1879939731,180985.40722590726
0,3,8,8,59.586623993728,43.777943819476725,529422.5184223745,180994.24394715636
0,2,8,8,86.63432787002225,60.917782461067304,529438.5157596788,180986.51632136805
0,2,8,8,94.10257847188004,63.3602242041444,529444.3330372645,180990.4474043697
0,2,8,8,132.29147836326803,66.13470200686854,529449.234298803,180993.32421862142
0,4,8,8,122.75272747375588,74.12288077478829,529459.6965042283,180996.86397210992
0,2,8,8,113.0150200229867,69.2262600552886,529457.3355838371,181004.95446065604
0,3,8,8,101.43729335661884,61.454242818842616,529451.7329422467,181015.53340393992
0,5,8,8,162.47364444037729,111.40965481449048,529501.2930386413,181009.21403815807
0,2,8,6,223.32635227719243,148.10916472827697,529538.4464596056,181011.14703626645
0,8,8,6,230.5758490821539,156.71464200629498,529545.514501526,180998.71898885432
0,2,6,6,234.39151256342876,160.57863219039433,529548.4862494369,180993.47697621194
0,2,6,6,334.2008005222062,230.64900941348165,529621.2471811904,181011.89234447223
0,3,8,8,178.17493231013518,122.56997707988191,529500.0942994822,180968.80169790244
0,7,8,8,161.79394426981156,114.50900799472672,529485.8124815129,180960.43989055953
0,2,8,8,155.81517314598207,106.09193491573546,529479.0694237022,180965.49573346443
0,2,8,8,96.38815853854229,53.939742821840156,529404.8178432959,180972.4455604098
0,4,8,8,86.58857035960467,68.35447744022069,529427.8765426454,180967.05141685088
0,3,8,8,103.41008699479023,85.11742201130268,529438.1857502824,180953.76545482187
0,2,8,8,119.82651283622813,81.19644316131374,529344.7440318668,180957.80188716383
0,4,9,9,216.4343840431485,135.4772259482058,529306.916184009,180918.3031839049
0,3,8,8,172.25477037505988,113.61030646836245,529333.9094912454,180926.3163663015
0,2,8,8,148.16055883574117,85.36529442883646,529359.5409366766,180945.19311296148
0,2,10,8,151.8712469230211,93.2960407060987,529373.7724171443,180932.86968370772
0,2,8,8,109.41585510326848,91.14046878195555,529441.9167861277,180949.0156448997
0,2,8,8,121.47790983014521,108.29442055705766,529457.3731831113,180939.04216904088
0,3,10,6,263.2469632122029,144.05771888891402,529509.0861482745,180942.1349700772
0,2,10,6,254.8805638291841,152.09407878300252,529516.0185298804,180938.0282439384
0,2,10,6,252.91033042206092,171.2782594126513,529536.8716060774,180934.89283253963
0,2,10,6,264.212499171509,181.9420885017846,529543.8054825454,180925.8941358702
0,6,10,6,241.15463487296753,158.40675788480922,529527.687327733,180944.60404849937
0,3,10,6,250.5107707918433,166.92277314525933,529533.1221111793,180937.1102995042
0,2,10,10,163.03307316790395,118.452534756851,529433.8753249758,180914.1713281537
0,2,9,9,275.34372561361573,180.34375907473762,529321.9707154104,180857.9395135336
0,4,10,10,201.6367962317266,158.78489197809228,529445.0545201674,180875.28966075333
0,2,10,10,200.24478303965756,152.0062855850311,529451.7412579709,180885.25167549943
0,3,10,10,214.33571584169627,165.70830618105228,529460.2781994862,180874.06410830014
0,4,10,10,232.74993606230976,194.7889393014794,529501.8591376747,180864.44257302064
0,3,9,12,408.39317220560224,328.4254448654339,529166.9082025103,180784.42567330017
